day_index,sand_storm_flag,ambient_temperature_c,humidity_percent,vibration_rms_mm_s,discharge_temperature_c,discharge_pressure_bar,suction_pressure_bar,flow_rate_m3_min,bearing_oil_pressure_bar,bearing_oil_temperature_c,casing_temperature_c,dp_filter_bar,high_dp_alarm,failure,TTF_days,maintenance_oil_change,days_since_oil_change,health_state
2117,0,41.81,86.3,1.98,95.98,7.97,1.002,100.43,3.267,64.23,55.25,0.05,0,0,78.0,0,136,early_warning
2118,0,43.07,91.6,1.967,96.31,7.973,0.99,99.35,3.263,63.82,55.03,0.05,0,0,77.0,0,137,early_warning
2119,0,41.99,70.2,2.075,95.9,7.943,0.988,98.24,3.246,64.74,55.19,0.05,0,0,76.0,0,138,early_warning
2120,0,37.01,85.9,2.061,93.65,7.996,0.979,101.11,3.212,65.29,55.61,0.05,0,0,75.0,0,139,early_warning
2121,0,37.96,79.4,1.93,95.61,7.988,0.991,99.1,3.179,63.62,55.07,0.05,0,0,74.0,0,140,early_warning
2122,0,40.4,65.6,2.021,95.74,8.048,0.986,98.91,3.223,64.27,56.0,0.05,0,0,73.0,0,141,early_warning
2123,0,39.62,93.2,1.909,93.56,7.984,0.992,99.88,3.249,62.69,55.68,0.05,0,0,72.0,0,142,early_warning
2124,0,40.99,82.5,1.965,95.38,8.002,1.0,98.88,3.181,66.45,55.12,0.05,0,0,71.0,0,143,early_warning
2125,0,37.55,93.5,2.083,93.07,8.07,1.004,99.76,3.243,64.13,54.67,0.05,0,0,70.0,0,144,early_warning
2126,0,37.89,88.8,2.059,94.01,8.052,0.995,99.11,3.24,64.64,54.4,0.05,0,0,69.0,0,145,early_warning
2127,0,34.92,70.5,1.916,91.63,8.028,1.003,100.38,3.201,63.61,54.28,0.05,0,0,68.0,0,146,early_warning
2128,0,39.55,76.1,1.97,94.42,7.981,0.99,100.41,3.214,64.02,56.25,0.05,0,0,67.0,0,147,early_warning
2129,0,37.71,67.5,2.065,93.31,8.121,1.007,101.35,3.213,64.85,55.04,0.05,0,0,66.0,0,148,early_warning
2130,0,32.68,83.7,2.031,91.94,7.981,1.0,100.62,3.204,64.75,55.28,0.05,0,0,65.0,0,149,early_warning
2131,0,36.24,55.8,2.037,93.28,8.0,0.987,99.39,3.182,64.77,54.35,0.05,0,0,64.0,0,150,early_warning
2132,0,33.88,68.3,2.014,92.06,8.064,0.99,99.78,3.211,63.48,54.89,0.05,0,0,63.0,0,151,early_warning
2133,0,31.23,84.4,1.943,90.61,7.987,1.009,100.15,3.206,64.89,55.26,0.05,0,0,62.0,0,152,early_warning
2134,0,32.24,81.9,2.004,92.46,8.01,0.997,102.09,3.218,64.9,54.98,0.05,0,0,61.0,0,153,early_warning
2135,0,31.18,59.9,1.99,89.83,8.044,0.989,101.3,3.167,64.75,55.64,0.05,0,0,60.0,0,154,early_warning
2136,0,36.63,67.4,2.011,94.41,7.924,1.003,100.96,3.193,65.1,55.57,0.05,0,0,59.0,0,155,early_warning
2137,0,42.98,64.6,2.095,96.11,8.045,0.989,101.51,3.158,65.08,55.47,0.05,0,0,58.0,0,156,early_warning
2138,0,40.24,57.3,1.985,94.16,8.043,0.989,98.72,3.204,65.2,55.36,0.05,0,0,57.0,0,157,early_warning
2139,0,38.12,79.7,2.009,96.78,8.035,0.987,97.64,3.182,64.11,54.94,0.05,0,0,56.0,0,158,early_warning
2140,0,35.61,59.6,1.875,93.4,8.013,0.993,100.27,3.153,65.59,56.0,0.05,0,0,55.0,0,159,early_warning
2141,0,39.07,75.8,1.991,95.28,8.07,1.004,100.88,3.209,66.13,54.59,0.05,0,0,54.0,0,160,early_warning
2142,0,41.68,65.8,1.967,96.73,8.033,1.008,98.67,3.181,64.97,55.71,0.05,0,0,53.0,0,161,early_warning
2143,0,36.11,81.4,1.991,92.54,7.959,1.011,99.53,3.163,64.37,55.33,0.05,0,0,52.0,0,162,early_warning
2144,0,36.97,55.9,2.029,92.5,8.045,1.011,100.58,3.189,64.73,55.29,0.05,0,0,51.0,0,163,early_warning
2145,0,38.29,76.4,1.868,93.67,8.002,0.997,99.56,3.131,65.34,55.27,0.05,0,0,50.0,0,164,early_warning
2146,0,39.5,82.9,2.027,94.13,7.946,0.996,100.44,3.179,65.54,54.6,0.05,0,0,49.0,0,165,early_warning
2147,0,39.1,57.5,2.04,94.57,8.009,0.995,99.42,3.15,65.82,54.2,0.05,0,0,48.0,0,166,early_warning
2148,0,33.11,63.4,2.018,92.62,7.959,1.005,100.09,3.203,64.95,54.49,0.05,0,0,47.0,0,167,early_warning
2149,0,39.58,59.0,2.001,94.93,7.915,1.005,100.44,3.207,65.8,54.68,0.05,0,0,46.0,0,168,early_warning
2150,0,36.27,64.8,2.028,93.87,7.982,0.997,99.81,3.139,65.33,55.82,0.05,0,0,45.0,0,169,early_warning
2151,0,46.05,75.5,2.011,98.25,7.978,0.99,99.97,3.174,65.43,54.93,0.05,0,0,44.0,0,170,early_warning
2152,0,36.09,84.5,1.974,91.24,8.019,1.003,100.36,3.154,66.02,54.9,0.05,0,0,43.0,0,171,early_warning
2153,0,36.35,56.9,2.035,92.22,7.99,1.005,100.47,3.176,64.04,55.17,0.05,0,0,42.0,0,172,early_warning
2154,0,37.83,76.6,2.042,92.98,7.967,0.996,98.73,3.126,65.29,55.83,0.05,0,0,41.0,0,173,early_warning
2155,0,33.42,70.3,1.98,89.11,7.982,1.001,100.4,3.1,66.21,54.78,0.05,0,0,40.0,0,174,early_warning
2156,0,38.39,74.2,2.026,96.13,7.99,0.996,99.79,3.127,64.34,55.41,0.05,0,0,39.0,0,175,early_warning
2157,0,33.44,75.2,2.007,94.07,8.09,0.999,99.58,3.097,64.65,54.54,0.05,0,0,38.0,0,176,early_warning
2158,0,40.04,75.9,1.965,95.02,8.049,0.989,100.49,3.18,65.9,55.88,0.05,0,0,37.0,0,177,early_warning
2159,0,36.83,77.2,2.003,93.46,8.039,0.988,99.96,3.195,65.96,55.18,0.05,0,0,36.0,0,178,early_warning
2160,0,32.48,69.2,1.992,89.2,7.931,1.008,100.45,3.144,66.64,55.07,0.05,0,0,35.0,0,179,early_warning
2161,0,33.9,65.7,2.0,93.89,8.099,1.025,99.59,3.514,59.02,54.84,0.05,0,0,34.0,1,0,early_warning
2162,0,30.97,45.5,1.911,90.32,8.052,0.999,100.43,3.483,59.25,55.84,0.05,0,0,33.0,0,1,early_warning
2163,0,29.52,61.3,1.991,89.56,7.995,1.005,100.04,3.479,59.0,55.58,0.05,0,0,32.0,0,2,early_warning
2164,0,35.9,47.7,2.022,92.34,7.997,1.015,100.38,3.516,60.95,53.61,0.05,0,0,31.0,0,3,early_warning
2165,0,36.32,60.9,1.943,93.46,7.94,0.99,99.34,3.496,60.28,54.74,0.05,0,0,30.0,0,4,critical
2166,0,24.97,64.7,2.069,86.82,8.007,0.988,99.28,3.502,61.08,54.83,0.05,0,0,29.0,0,5,critical
2167,0,35.42,48.0,1.915,93.86,8.024,0.999,100.24,3.475,62.19,54.83,0.05,0,0,28.0,0,6,critical
2168,0,33.79,66.2,1.903,90.73,8.01,1.016,99.99,3.472,61.02,54.79,0.05,0,0,27.0,0,7,critical
2169,0,31.08,50.5,1.999,90.83,8.031,1.012,98.39,3.458,60.09,56.31,0.05,0,0,26.0,0,8,critical
2170,0,33.45,53.3,1.994,91.73,7.923,1.003,99.61,3.434,60.72,54.4,0.05,0,0,25.0,0,9,critical
2171,0,37.52,65.3,1.935,92.96,7.944,0.981,99.77,3.45,60.17,54.47,0.05,0,0,24.0,0,10,critical
2172,0,28.9,63.3,2.051,88.65,8.048,0.982,101.24,3.482,59.23,54.92,0.05,0,0,23.0,0,11,critical
2173,0,33.07,62.2,1.987,92.74,7.918,1.004,97.72,3.472,59.79,54.06,0.05,0,0,22.0,0,12,critical
2174,0,32.23,50.1,1.964,91.18,7.957,1.007,100.75,3.457,60.95,54.98,0.05,0,0,21.0,0,13,critical
2175,0,29.81,56.1,2.0,90.32,8.009,1.0,99.67,3.452,59.93,54.93,0.05,0,0,20.0,0,14,critical
2176,0,27.03,60.4,2.073,88.53,7.948,0.999,100.98,3.485,60.0,55.54,0.05,0,0,19.0,0,15,critical
2177,0,28.27,58.6,1.99,89.53,8.057,0.999,101.06,3.469,60.68,55.04,0.05,0,0,18.0,0,16,critical
2178,0,29.79,47.6,1.863,89.03,7.933,1.005,98.41,3.431,60.73,55.42,0.05,0,0,17.0,0,17,critical
2179,0,31.68,47.4,1.999,91.79,8.042,0.991,101.05,3.479,61.21,55.21,0.05,0,0,16.0,0,18,critical
2180,0,29.65,49.5,1.97,88.94,8.024,0.989,99.69,3.46,61.72,55.04,0.05,0,0,15.0,0,19,critical
2181,0,28.89,64.6,2.077,89.17,7.928,1.004,99.52,3.424,60.54,55.2,0.05,0,0,14.0,0,20,critical
2182,0,28.67,50.8,2.005,89.2,8.013,1.022,99.14,3.48,61.65,54.99,0.05,0,0,13.0,0,21,critical
2183,0,35.11,65.4,1.984,91.76,8.022,0.981,101.28,3.475,59.98,55.52,0.05,0,0,12.0,0,22,critical
2184,0,34.81,55.2,2.007,92.54,8.008,0.988,98.74,3.433,59.23,56.11,0.05,0,0,11.0,0,23,critical
2185,0,34.09,55.9,2.013,91.83,8.029,0.996,100.47,3.455,59.54,55.02,0.05,0,0,10.0,0,24,critical
2186,0,30.72,50.0,1.997,90.72,7.988,1.007,98.81,3.471,60.91,55.72,0.05,0,0,9.0,0,25,critical
2187,0,31.95,52.9,2.03,90.01,8.063,1.004,101.0,3.437,60.21,55.34,0.05,0,0,8.0,0,26,critical
2188,0,37.79,59.4,1.96,94.51,8.017,1.012,99.16,3.413,62.05,53.9,0.05,0,0,7.0,0,27,critical
2189,0,33.74,60.4,1.964,92.35,8.017,1.012,99.52,3.428,60.16,54.65,0.05,0,0,6.0,0,28,critical
2190,0,29.71,69.2,1.996,89.33,8.072,1.005,98.76,3.451,59.95,56.46,0.05,0,0,5.0,0,29,critical
2191,0,25.5,46.4,2.667456714551405,89.01043777679378,7.905139684974929,1.012,98.75942864929864,3.463283322128588,62.834136027561954,57.3636490040375,0.10271525987065626,1,0,4.0,0,30,critical
2192,0,30.76,62.5,2.346666961110924,93.88949022696008,7.734029094327477,1.007,98.49725349663288,3.390971145164335,63.1009090520965,56.33713797041121,0.08752898455180044,1,0,3.0,0,31,critical
2193,0,23.62,42.3,2.8545290333744426,89.00868067848097,7.895057148437778,0.99,97.76362417849185,3.319365863761332,63.92985923874255,56.356575676295094,0.11496228021010033,1,0,2.0,0,32,critical
2194,0,24.21,64.8,2.6364612346930194,91.32225611329447,7.817134814204201,1.001,96.85415271320373,3.2789047088135264,62.19677410830863,57.824221911456334,0.12464952257215882,1,0,1.0,0,33,critical
2195,0,24.82,64.5,1.962,87.31,7.869,1.003,100.26,3.459,61.17,55.51,0.05,0,1,0.0,0,34,failure
2203,0,26.17,61.4,1.982,89.8,7.973,0.989,100.37,3.41,60.48,55.27,0.05,0,0,99.0,0,42,early_warning
2204,0,27.11,52.3,2.055,87.27,7.961,0.993,100.19,3.413,60.99,55.51,0.05,0,0,98.0,0,43,early_warning
2205,0,21.84,52.5,2.033,85.76,7.977,1.005,98.69,3.398,60.97,54.88,0.05,0,0,97.0,0,44,early_warning
2206,0,29.54,53.4,1.924,89.17,7.953,0.994,100.85,3.397,61.12,55.05,0.05,0,0,96.0,0,45,early_warning
2207,0,24.73,47.3,2.128,86.92,8.037,0.985,99.3,3.425,60.72,56.02,0.05,0,0,95.0,0,46,early_warning
2208,0,25.59,53.5,2.064,86.11,7.992,0.986,101.14,3.392,61.15,55.1,0.05,0,0,94.0,0,47,early_warning
2209,0,18.64,46.9,2.105,83.53,8.009,0.999,101.2,3.373,62.18,56.39,0.05,0,0,93.0,0,48,early_warning
2210,0,23.93,48.8,2.019,87.34,8.051,1.01,99.18,3.394,61.33,54.14,0.05,0,0,92.0,0,49,early_warning
2211,0,27.29,58.7,1.964,86.94,8.08,1.002,99.2,3.374,62.96,54.83,0.05,0,0,91.0,0,50,early_warning
2212,0,25.12,43.0,2.044,86.46,8.125,1.001,99.36,3.379,59.81,55.1,0.05,0,0,90.0,0,51,early_warning
2213,0,27.99,49.1,2.035,89.43,7.965,1.01,100.98,3.383,62.3,54.93,0.05,0,0,89.0,0,52,early_warning
2214,0,23.18,47.6,1.976,89.7,8.014,0.993,100.65,3.395,61.08,55.98,0.05,0,0,88.0,0,53,early_warning
2215,0,22.21,51.2,2.004,85.04,8.01,1.011,99.71,3.457,60.26,54.89,0.05,0,0,87.0,0,54,early_warning
2216,0,26.83,60.9,1.962,87.25,7.998,0.995,98.0,3.398,61.27,54.58,0.05,0,0,86.0,0,55,early_warning
2217,0,30.6,57.1,2.016,90.7,8.008,0.99,101.44,3.379,61.94,55.01,0.05,0,0,85.0,0,56,early_warning
2218,0,22.62,44.6,2.026,86.78,7.998,1.019,98.62,3.324,63.05,54.58,0.05,0,0,84.0,0,57,early_warning
2219,0,28.07,44.7,2.0,89.83,8.033,0.997,98.89,3.33,60.93,55.37,0.05,0,0,83.0,0,58,early_warning
2220,0,24.4,52.5,2.065,87.32,8.105,1.004,100.55,3.328,62.49,54.7,0.05,0,0,82.0,0,59,early_warning
2221,0,14.64,56.3,1.996,81.66,8.024,0.975,99.1,3.345,62.04,55.81,0.05,0,0,81.0,0,60,early_warning
2222,0,18.38,51.7,2.003,84.69,7.99,0.981,101.16,3.379,61.99,54.08,0.05,0,0,80.0,0,61,early_warning
2223,0,16.29,46.4,1.93,84.74,7.972,0.999,99.96,3.371,61.66,56.0,0.05,0,0,79.0,0,62,early_warning
2224,0,19.98,51.2,2.063,85.71,7.982,0.998,98.82,3.375,62.33,54.64,0.05,0,0,78.0,0,63,early_warning
2225,0,18.52,55.9,2.107,85.6,8.041,0.997,100.58,3.377,61.72,54.17,0.05,0,0,77.0,0,64,early_warning
2226,0,18.85,62.7,2.024,84.97,8.066,1.019,99.22,3.369,62.1,54.54,0.05,0,0,76.0,0,65,early_warning
2227,0,19.16,56.7,1.977,83.63,8.04,0.993,98.8,3.378,61.5,55.52,0.05,0,0,75.0,0,66,early_warning
2228,0,18.24,68.5,2.035,83.31,7.999,0.993,101.65,3.384,60.69,55.54,0.05,0,0,74.0,0,67,early_warning
2229,0,19.09,63.3,2.023,84.68,7.969,0.998,99.47,3.36,62.11,54.3,0.05,0,0,73.0,0,68,early_warning
2230,0,21.62,59.0,1.944,85.37,7.97,0.998,99.83,3.375,62.79,55.63,0.05,0,0,72.0,0,69,early_warning
2231,0,17.76,61.2,2.024,85.26,7.912,1.014,99.9,3.344,62.15,54.73,0.05,0,0,71.0,0,70,early_warning
2232,0,21.9,63.8,2.066,85.74,8.0,0.994,99.6,3.367,62.05,55.42,0.05,0,0,70.0,0,71,early_warning
2233,0,22.89,49.8,1.975,86.32,8.041,1.01,99.84,3.367,62.05,56.14,0.05,0,0,69.0,0,72,early_warning
2234,0,18.32,64.3,2.068,81.67,7.937,1.005,100.15,3.319,62.94,54.91,0.05,0,0,68.0,0,73,early_warning
2235,0,21.6,58.9,2.016,85.75,7.988,1.002,98.84,3.265,63.32,55.65,0.05,0,0,67.0,0,74,early_warning
2236,0,21.14,61.8,1.967,86.03,8.089,0.995,99.75,3.35,62.15,53.88,0.05,0,0,66.0,0,75,early_warning
2237,0,20.11,50.6,2.088,85.61,7.923,0.999,98.52,3.331,62.02,55.24,0.05,0,0,65.0,0,76,early_warning
2238,0,12.81,60.4,2.055,82.46,8.015,0.998,101.03,3.337,61.91,55.24,0.05,0,0,64.0,0,77,early_warning
2239,0,25.34,68.7,2.049,86.08,7.948,1.004,100.55,3.345,62.63,55.6,0.05,0,0,63.0,0,78,early_warning
2240,0,19.8,57.6,2.02,84.19,8.058,0.997,99.95,3.316,63.02,54.88,0.05,0,0,62.0,0,79,early_warning
2241,0,18.21,54.3,1.887,83.98,8.094,0.986,101.37,3.325,62.17,55.37,0.05,0,0,61.0,0,80,early_warning
2242,0,25.61,50.0,2.094,87.65,8.006,0.999,99.1,3.332,63.18,54.68,0.05,0,0,60.0,0,81,early_warning
2243,0,12.24,56.5,1.994,82.49,7.976,0.991,99.82,3.33,62.44,54.43,0.05,0,0,59.0,0,82,early_warning
2244,0,22.65,47.8,1.958,86.1,8.086,0.986,98.72,3.337,60.82,55.18,0.05,0,0,58.0,0,83,early_warning
2245,0,18.33,47.3,2.008,85.21,7.919,0.994,100.97,3.357,63.3,55.29,0.05,0,0,57.0,0,84,early_warning
2246,0,19.61,49.2,2.0,84.96,7.984,0.984,97.29,3.342,62.17,54.68,0.05,0,0,56.0,0,85,early_warning
2247,0,21.5,63.7,1.98,85.08,7.992,0.988,100.5,3.36,62.46,55.81,0.05,0,0,55.0,0,86,early_warning
2248,0,14.26,46.1,1.986,81.87,7.976,1.02,99.47,3.38,64.49,56.46,0.05,0,0,54.0,0,87,early_warning
2249,0,22.48,67.4,2.004,86.53,7.99,0.989,99.44,3.376,62.79,55.5,0.05,0,0,53.0,0,88,early_warning
2250,0,19.14,63.1,1.934,82.23,8.012,1.003,100.16,3.294,62.62,55.35,0.05,0,0,52.0,0,89,early_warning
2251,0,15.18,51.0,2.025,81.57,8.005,1.002,101.33,3.362,63.1,55.11,0.05,0,0,51.0,0,90,early_warning
2252,0,14.3,49.1,2.165,80.73,8.012,1.023,101.89,3.346,62.05,55.34,0.05,0,0,50.0,0,91,early_warning
2253,0,17.74,62.2,1.961,83.12,7.983,0.99,99.21,3.338,63.1,54.95,0.05,0,0,49.0,0,92,early_warning
2254,0,16.14,51.4,1.91,82.53,7.988,1.003,99.31,3.359,60.57,54.14,0.05,0,0,48.0,0,93,early_warning
2255,0,18.16,47.5,1.903,83.4,8.018,1.003,100.48,3.322,63.54,54.37,0.05,0,0,47.0,0,94,early_warning
2256,0,18.11,62.0,2.062,84.57,8.021,0.995,98.86,3.319,63.14,55.35,0.05,0,0,46.0,0,95,early_warning
2257,0,15.32,52.0,2.027,82.57,8.061,1.002,101.3,3.335,62.85,55.5,0.05,0,0,45.0,0,96,early_warning
2258,0,21.4,64.7,2.05,86.16,7.983,0.993,100.37,3.335,64.03,55.17,0.05,0,0,44.0,0,97,early_warning
2259,0,15.62,52.3,1.951,81.92,7.941,1.005,98.95,3.278,63.35,54.9,0.05,0,0,43.0,0,98,early_warning
2260,0,21.94,56.5,1.996,86.1,7.979,0.989,99.48,3.322,62.6,55.82,0.05,0,0,42.0,0,99,early_warning
2261,0,14.73,52.9,2.068,81.27,8.067,1.01,100.75,3.274,62.63,55.97,0.05,0,0,41.0,0,100,early_warning
2262,0,17.83,58.1,1.926,84.7,8.004,1.021,99.55,3.251,63.45,54.78,0.05,0,0,40.0,0,101,early_warning
2263,0,15.29,63.5,2.023,81.85,7.922,0.991,100.09,3.318,62.74,53.91,0.05,0,0,39.0,0,102,early_warning
2264,0,17.26,63.5,1.949,83.47,8.038,1.003,100.82,3.327,63.13,54.28,0.05,0,0,38.0,0,103,early_warning
2265,0,15.22,54.2,1.971,82.51,7.974,0.996,102.25,3.332,61.77,54.42,0.05,0,0,37.0,0,104,early_warning
2266,0,12.23,51.3,2.006,83.42,8.102,1.017,100.11,3.212,62.62,54.22,0.05,0,0,36.0,0,105,early_warning
2267,0,10.77,57.3,1.967,81.43,7.972,0.989,100.03,3.286,63.03,55.28,0.05,0,0,35.0,0,106,early_warning
2268,0,20.61,47.1,1.984,86.9,8.025,0.998,98.16,3.349,62.66,54.68,0.05,0,0,34.0,0,107,early_warning
2269,0,17.96,49.1,2.009,84.76,8.014,0.994,100.74,3.26,63.68,55.5,0.05,0,0,33.0,0,108,early_warning
2270,0,21.49,49.8,2.034,85.08,8.073,1.002,100.17,3.229,62.95,55.54,0.05,0,0,32.0,0,109,early_warning
2271,0,15.34,56.6,2.019,80.87,7.928,1.01,101.85,3.257,62.96,54.26,0.05,0,0,31.0,0,110,early_warning
2272,0,17.5,45.5,1.976,83.41,7.996,0.984,99.89,3.278,63.42,55.2,0.05,0,0,30.0,0,111,critical
2273,0,17.3,63.9,1.963,84.07,7.992,0.995,101.42,3.302,63.66,53.66,0.05,0,0,29.0,0,112,critical
2274,0,16.1,46.8,2.053,82.61,7.959,1.014,99.96,3.261,63.79,54.31,0.05,0,0,28.0,0,113,critical
2275,0,13.34,47.3,1.972,82.39,7.878,0.985,99.95,3.254,63.68,55.74,0.05,0,0,27.0,0,114,critical
2276,0,18.67,51.1,1.979,84.51,7.949,0.989,99.58,3.262,63.83,55.45,0.05,0,0,26.0,0,115,critical
2277,0,14.33,52.0,2.063,81.79,7.978,0.993,100.29,3.318,62.41,54.01,0.05,0,0,25.0,0,116,critical
2278,0,17.02,49.9,1.965,83.01,7.991,1.008,99.5,3.25,62.08,54.3,0.05,0,0,24.0,0,117,critical
2279,0,15.85,49.8,2.017,82.49,7.892,0.983,98.42,3.306,62.71,54.34,0.05,0,0,23.0,0,118,critical
2280,0,13.78,55.9,1.993,79.87,8.03,1.009,97.9,3.256,63.73,54.6,0.05,0,0,22.0,0,119,critical
2281,0,14.92,54.6,1.991,81.08,8.059,1.004,100.02,3.289,64.23,55.06,0.05,0,0,21.0,0,120,critical
2282,0,10.28,57.9,1.956,80.72,8.002,0.999,101.25,3.281,62.84,56.02,0.05,0,0,20.0,0,121,critical
2283,0,17.58,40.9,2.08,83.27,7.969,1.007,98.0,3.218,63.28,55.61,0.05,0,0,19.0,0,122,critical
2284,0,19.98,57.8,1.961,85.62,7.968,0.987,98.82,3.253,62.81,55.2,0.05,0,0,18.0,0,123,critical
2285,0,23.83,58.6,1.997,87.35,7.98,1.004,99.53,3.276,63.35,54.9,0.05,0,0,17.0,0,124,critical
2286,0,15.17,50.8,1.926,84.27,8.084,0.996,99.59,3.284,62.76,54.74,0.05,0,0,16.0,0,125,critical
2287,0,19.8,42.5,2.095,84.62,8.02,0.992,100.4,3.205,63.7,55.57,0.05,0,0,15.0,0,126,critical
2288,0,18.52,51.7,2.017,84.46,8.053,0.999,98.3,3.274,63.15,55.32,0.05,0,0,14.0,0,127,critical
2289,0,19.69,43.6,1.988,86.23,7.999,0.982,98.5,3.248,63.97,56.08,0.05,0,0,13.0,0,128,critical
2290,0,18.17,49.4,1.971,84.02,7.909,0.998,100.0,3.217,63.02,54.16,0.05,0,0,12.0,0,129,critical
2291,0,22.14,48.2,2.055,87.19,8.062,0.992,100.74,3.246,63.91,56.05,0.05,0,0,11.0,0,130,critical
2292,0,24.42,46.8,2.06,88.02,7.921,0.996,99.18,3.238,63.66,55.45,0.05,0,0,10.0,0,131,critical
2293,0,21.34,51.3,2.002,84.01,7.929,0.989,100.61,3.248,63.72,54.86,0.05,0,0,9.0,0,132,critical
2294,0,17.74,55.1,2.044,84.84,8.055,1.015,100.84,3.242,64.4,53.8,0.05,0,0,8.0,0,133,critical
2295,0,11.88,52.3,2.015,80.64,7.963,1.005,99.31,3.161,63.78,54.71,0.05,0,0,7.0,0,134,critical
2296,0,19.61,52.1,2.02,84.24,8.014,1.012,100.58,3.251,66.06,56.53,0.05,0,0,6.0,0,135,critical
2297,0,21.37,47.5,1.975,85.55,8.105,0.992,100.81,3.252,63.75,54.25,0.05,0,0,5.0,0,136,critical
2298,0,13.46,58.1,2.40349973707017,81.69111810609299,7.986631092670245,0.983,97.93596675883974,3.1124788051429566,67.0147181072196,57.838915755563775,0.07360155455657502,0,0,4.0,0,137,critical
2299,0,19.94,51.5,2.7042416925281505,86.18277998833946,7.872855822639638,0.977,97.44256766928686,3.1328502033463326,66.48822548037641,57.00646559715243,0.0913681812957975,0,0,3.0,0,138,critical
2300,0,21.42,40.3,2.4078834694576265,88.61302861297615,7.8703626079450615,0.988,98.10845987966778,3.1455442370640463,65.09328949692339,57.467393920690064,0.07911605916426362,0,0,2.0,0,139,critical
2301,0,19.94,45.5,2.2716101597945544,87.07277510133339,7.9162706119098445,0.984,94.44298846945284,3.1547302717734245,67.02709010989147,54.85648828270279,0.11055284566706167,1,0,1.0,0,140,critical
2302,0,22.67,45.9,2.014,83.9,8.03,1.002,100.46,3.208,65.11,54.43,0.05,0,1,0.0,0,141,failure
2309,0,20.03,58.5,1.98,85.02,7.976,1.004,98.25,3.223,65.48,54.76,0.05,0,0,127.0,0,148,normal
2310,0,21.37,42.3,1.913,84.09,7.981,0.997,100.58,3.232,63.28,54.86,0.05,0,0,126.0,0,149,normal
2311,0,27.22,50.1,2.074,88.61,8.072,0.999,99.59,3.23,64.55,54.45,0.05,0,0,125.0,0,150,normal
2312,0,26.53,41.2,2.083,87.45,8.009,1.003,100.01,3.232,64.32,55.24,0.05,0,0,124.0,0,151,normal
2313,0,22.86,41.0,2.031,86.92,7.964,0.992,99.03,3.175,65.22,54.03,0.05,0,0,123.0,0,152,normal
2314,0,30.87,52.9,1.977,90.85,7.936,1.003,98.57,3.18,65.47,55.88,0.05,0,0,122.0,0,153,normal
2315,0,22.58,39.4,1.994,86.63,8.022,0.99,100.21,3.151,63.71,55.03,0.05,0,0,121.0,0,154,normal
2316,0,21.97,48.3,1.997,86.09,7.904,0.99,99.06,3.193,64.78,54.73,0.05,0,0,120.0,0,155,early_warning
2317,0,26.98,41.7,2.083,88.78,7.915,1.003,99.41,3.198,63.48,54.49,0.05,0,0,119.0,0,156,early_warning
2318,0,29.91,50.0,1.973,89.42,7.986,0.99,101.3,3.2,65.89,54.61,0.05,0,0,118.0,0,157,early_warning
2319,0,24.46,44.3,1.995,86.75,8.005,1.007,101.65,3.198,64.26,54.47,0.05,0,0,117.0,0,158,early_warning
2320,0,19.31,42.5,1.909,84.71,7.974,0.986,99.98,3.194,66.04,55.28,0.05,0,0,116.0,0,159,early_warning
2321,0,24.11,44.4,2.027,88.57,7.975,1.005,100.42,3.123,65.39,55.66,0.05,0,0,115.0,0,160,early_warning
2322,0,24.21,49.3,1.992,86.37,8.017,1.001,99.25,3.196,64.36,54.84,0.05,0,0,114.0,0,161,early_warning
2323,0,19.66,52.2,2.101,83.08,8.023,1.018,100.79,3.154,64.9,54.73,0.05,0,0,113.0,0,162,early_warning
2324,0,21.16,54.8,1.984,84.46,8.058,1.009,101.03,3.184,65.08,54.46,0.05,0,0,112.0,0,163,early_warning
2325,0,23.02,43.1,2.143,85.36,8.056,1.004,98.65,3.202,63.55,54.86,0.05,0,0,111.0,0,164,early_warning
2326,0,19.06,41.8,1.983,84.53,7.988,1.002,100.45,3.196,66.53,54.54,0.05,0,0,110.0,0,165,early_warning
2327,0,25.63,44.6,2.05,86.59,8.023,0.976,99.84,3.155,65.03,53.25,0.05,0,0,109.0,0,166,early_warning
2328,0,20.61,54.7,2.046,85.67,7.995,0.977,99.65,3.128,64.15,55.16,0.05,0,0,108.0,0,167,early_warning
2329,0,25.14,38.4,2.008,86.78,7.961,1.005,101.6,3.153,65.3,55.74,0.05,0,0,107.0,0,168,early_warning
2330,0,24.04,41.0,2.032,87.54,7.969,0.988,101.32,3.135,65.78,56.73,0.05,0,0,106.0,0,169,early_warning
2331,0,21.06,45.5,1.926,86.84,8.066,0.983,100.77,3.163,65.09,55.24,0.05,0,0,105.0,0,170,early_warning
2332,0,21.11,44.7,2.075,84.38,8.052,1.001,98.42,3.13,65.66,54.95,0.05,0,0,104.0,0,171,early_warning
2333,0,19.62,41.6,2.015,84.69,8.058,1.01,99.16,3.131,64.0,54.55,0.05,0,0,103.0,0,172,early_warning
2334,0,20.37,44.1,1.963,84.0,8.098,1.008,100.41,3.163,64.46,54.26,0.05,0,0,102.0,0,173,early_warning
2335,0,21.41,40.3,1.936,85.57,8.055,1.007,99.63,3.15,65.34,55.57,0.05,0,0,101.0,0,174,early_warning
2336,0,20.96,44.8,2.036,85.87,7.952,0.995,100.53,3.05,65.13,55.52,0.05,0,0,100.0,0,175,early_warning
